1644873

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      13.35              9.13              8.26             48.92
2                      12.69              8.40              7.53             42.99
4                      12.06              8.28              7.42             49.01
8                      12.51              8.74              7.85             52.02
16                     11.99              8.21              7.43             49.13
32                     11.60              7.93              7.18             48.96
64                     12.21              8.53              7.71             52.22
128                    12.88              8.94              8.17             51.68
256                    12.74              8.84              8.11             51.92
512                    13.37              9.42              8.54             53.70
1024                   12.84              9.03              8.12             53.10
2048                   13.85              9.81              8.84             54.30
4096                   16.34             11.82             10.80             58.12
8192                   22.14             15.52             14.30             53.73
16384                  34.04             22.32             20.71             43.44
32768                 108.36             62.09             58.26             20.57
65536                 141.76             79.89             74.95             17.46
131072                201.28            113.59            106.93             17.99
262144                328.72            184.21            173.47             16.70
