1633006

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      12.16              8.28              7.51             48.39
2                      12.50              8.83              8.03             54.38
4                      12.82              8.52              7.72             44.22
8                      12.42              8.30              7.48             44.92
16                     12.49              8.69              7.84             51.46
32                     11.57              8.10              7.29             52.37
64                     11.97              8.26              7.45             50.13
128                    12.07              8.38              7.60             51.41
256                    12.32              8.46              7.68             49.72
512                    12.29              8.69              7.83             53.96
1024                   12.55              8.98              8.14             56.20
2048                   13.81              9.84              8.89             55.39
4096                   16.37             11.54             10.50             54.02
8192                   21.96             15.40             14.19             53.77
16384                  32.56             21.55             19.95             44.81
32768                 110.87             62.96             59.10             18.94
65536                 139.34             79.16             74.40             19.11
131072                200.46            112.15            105.54             16.33
262144                333.67            185.94            175.20             15.68
