1644525

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      12.74              8.68              7.86             48.24
2                      12.93              8.88              8.00             49.41
4                      12.07              7.97              7.17             42.85
8                      12.13              8.01              7.22             42.85
16                     11.99              8.12              7.33             47.15
32                     12.24              8.49              7.59             50.59
64                     12.22              8.38              7.52             48.91
128                    12.08              8.37              7.58             50.96
256                    11.58              8.03              7.29             51.24
512                    12.75              8.89              8.03             51.79
1024                   13.16              9.11              8.18             50.51
2048                   15.17             10.50              9.50             50.86
4096                   17.67             12.43             11.35             53.83
8192                   22.44             16.16             14.88             57.82
16384                  32.76             21.21             19.67             41.30
32768                 116.10             63.07             59.20             10.41
65536                 141.79             81.10             76.19             20.35
131072                202.96            113.94            107.24             16.99
262144                331.44            188.79            177.80             19.77
