1634403

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      12.34              8.19              7.44             44.24
2                      13.44              8.72              7.85             39.87
4                      13.04              9.27              8.37             55.01
8                      12.24              8.34              7.50             48.14
16                     11.10              7.80              7.02             52.90
32                     11.50              7.94              7.14             50.15
64                     11.86              8.14              7.37             49.51
128                    11.62              7.98              7.13             48.91
256                    11.73              8.25              7.44             53.18
512                    12.44              8.82              7.89             54.10
1024                   13.77              9.51              8.59             50.41
2048                   14.34             10.48              9.56             59.63
4096                   16.06             11.30             10.46             54.51
8192                   22.19             15.55             14.31             53.61
16384                  32.53             22.02             20.40             48.46
32768                 110.75             62.56             58.74             17.95
65536                 142.00             81.33             76.45             20.65
131072                201.97            112.90            106.29             16.21
262144                329.65            184.00            173.47             16.04
