1641267

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      12.53              8.79              7.93             52.79
2                      12.81              8.83              7.93             49.73
4                      12.85              8.85              7.98             49.91
8                      11.72              7.88              6.98             44.98
16                     12.02              8.34              7.49             50.81
32                     12.72              8.70              7.86             48.88
64                     12.26              8.33              7.52             47.74
128                    12.65              8.96              8.09             54.35
256                    11.62              8.26              7.45             54.86
512                    12.64              9.08              8.17             56.45
1024                   13.08              9.12              8.24             51.89
2048                   14.16             10.20              9.27             57.27
4096                   16.51             11.95             10.91             58.24
8192                   21.43             15.24             13.99             55.78
16384                  33.74             22.13             20.50             43.34
32768                 107.52             63.42             59.57             25.96
65536                 139.13             78.70             73.96             18.29
131072                206.68            117.11            110.24             18.75
262144                324.25            183.16            172.67             18.29
