1644401

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      13.82              9.93              8.98             56.67
2                      12.79              8.92              8.04             51.99
4                      12.96              8.77              7.94             47.13
8                      13.00              9.24              8.34             54.92
16                     12.32              8.49              7.67             50.08
32                     12.70              8.63              7.84             48.02
64                     12.30              8.71              7.88             54.34
128                    12.45              8.43              7.58             47.02
256                    11.87              8.28              7.52             52.29
512                    12.02              8.48              7.67             53.87
1024                   12.31              8.90              8.05             57.73
2048                   14.11             10.01              9.07             54.78
4096                   16.24             11.59             10.54             55.94
8192                   21.99             15.38             14.10             53.12
16384                  32.88             21.93             20.36             46.22
32768                 110.33             63.91             60.07             22.73
65536                 140.15             80.62             75.80             21.47
131072                200.11            113.32            106.68             18.65
262144                327.65            185.40            174.53             18.49
