1642699

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      13.97              9.45              8.56             47.14
2                      13.46              9.09              8.22             46.81
4                      12.04              8.38              7.52             51.28
8                      11.49              8.09              7.25             53.15
16                     11.33              7.98              7.13             52.96
32                     11.90              8.27              7.45             51.28
64                     12.05              8.41              7.63             52.40
128                    11.99              8.25              7.43             49.71
256                    12.41              8.53              7.79             50.19
512                    12.60              8.74              7.88             51.09
1024                   13.78              9.30              8.38             46.54
2048                   15.50             11.06             10.14             56.20
4096                   17.08             12.04             11.00             54.13
8192                   21.95             15.49             14.21             54.51
16384                  33.71             22.04             20.43             42.92
32768                 108.33             61.75             57.83             19.44
65536                 139.07             79.56             74.82             20.45
131072                203.35            115.64            108.91             19.46
262144                323.82            182.37            171.96             17.74
