
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      25.21             22.55             20.84             87.21
2                      10.83              8.25              7.41             65.18
4                      10.68              8.76              7.90             75.73
8                      10.42              8.01              7.24             66.78
16                     10.88              8.20              7.37             63.60
32                     10.49              8.01              7.24             65.77
64                     10.53              8.33              7.49             70.65
128                    11.77              9.05              8.16             66.72
256                    19.57             12.55             11.46             38.85
512                    19.59             12.64             11.55             39.79
1024                   19.86             12.90             11.79             40.95
2048                   20.66             13.44             12.31             41.31
4096                   21.12             13.91             12.72             43.27
8192                   23.07             15.32             14.06             44.80
16384                  26.72             18.32             16.87             50.20
32768                  54.75             39.40             36.68             58.16
65536                  77.38             57.56             53.72             63.10
131072                126.93             96.21             89.97             65.85
262144                224.04            172.34            161.41             67.97
