
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      20.48             18.72             17.24             89.79
2                      10.76              8.42              7.56             69.04
4                      10.69              8.80              7.95             76.15
8                      10.41              8.05              7.27             67.64
16                     10.64              8.17              7.35             66.49
32                     10.58              8.06              7.29             65.49
64                     10.76              8.14              7.33             64.27
128                    11.68              9.02              8.14             67.25
256                    19.46             12.46             11.39             38.54
512                    19.62             12.64             11.55             39.58
1024                   19.93             13.08             11.97             42.77
2048                   20.64             13.50             12.38             42.33
4096                   21.31             14.12             12.96             44.51
8192                   23.08             15.45             14.19             46.23
16384                  26.62             18.18             16.77             49.69
32768                  55.74             39.63             36.88             56.35
65536                  77.32             57.12             53.29             62.09
131072                126.79             96.15             89.92             65.93
262144                223.70            172.32            161.41             68.17
