
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      28.59             22.62             20.90             71.39
2                      10.85              8.34              7.49             66.54
4                      10.79              8.78              7.95             74.68
8                      10.53              8.40              7.54             71.80
16                     10.69              8.09              7.29             64.33
32                     10.65              8.09              7.30             64.93
64                     10.47              8.23              7.40             69.72
128                    11.87              9.27              8.36             68.88
256                    19.53             12.59             11.51             39.74
512                    19.68             12.74             11.63             40.33
1024                   19.91             12.97             11.86             41.47
2048                   20.69             13.54             12.38             42.26
4096                   21.09             13.87             12.70             43.10
8192                   22.94             15.35             14.10             46.19
16384                  26.74             18.27             16.84             49.72
32768                  54.88             39.44             36.70             57.93
65536                  77.44             57.34             53.52             62.45
131072                126.83             97.01             90.72             67.13
262144                223.60            172.20            161.29             68.13
