
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      11.28              9.33              8.45             76.87
2                      10.80              8.30              7.45             66.47
4                      10.82              8.85              8.01             75.41
8                      10.45              8.10              7.31             67.90
16                     10.74              8.24              7.42             66.23
32                     10.69              8.13              7.32             64.97
64                     10.48              8.12              7.32             67.83
128                    11.75              9.01              8.13             66.38
256                    19.58             12.66             11.57             40.28
512                    19.79             13.08             11.93             43.78
1024                   20.26             13.11             12.00             40.45
2048                   20.79             13.93             12.76             46.29
4096                   21.02             13.84             12.67             43.30
8192                   22.90             15.32             14.08             46.17
16384                  26.63             18.12             16.68             49.00
32768                  55.05             39.34             36.61             57.08
65536                  77.60             57.35             53.48             62.14
131072                126.72             96.17             89.95             66.04
262144                224.63            172.41            161.51             67.67
