
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      20.60             18.86             17.38             89.93
2                      10.75              8.25              7.42             66.31
4                      10.74              8.84              8.01             76.25
8                      10.40              8.01              7.23             66.89
16                     10.79              8.21              7.38             65.02
32                     10.66              8.17              7.35             66.18
64                     10.42              8.04              7.25             67.15
128                    11.86              9.04              8.15             65.45
256                    19.48             12.60             11.52             40.29
512                    19.61             12.65             11.56             39.77
1024                   19.89             12.96             11.84             41.51
2048                   20.67             13.61             12.47             43.41
4096                   21.05             13.86             12.69             43.27
8192                   22.92             15.38             14.13             46.64
16384                  26.69             18.16             16.75             49.13
32768                  54.82             39.39             36.66             57.91
65536                  77.35             58.21             54.32             64.76
131072                126.76             96.31             90.07             66.18
262144                224.20            172.39            161.47             67.91
