
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      26.69             22.56             20.80             80.16
2                      11.25              9.21              8.33             75.47
4                      10.76              8.81              7.97             75.44
8                      10.43              8.06              7.28             67.48
16                     10.63              8.09              7.30             65.26
32                     10.54              8.15              7.34             67.37
64                     10.56              8.15              7.34             67.24
128                    11.76              9.01              8.12             66.10
256                    19.46             12.50             11.44             39.16
512                    19.64             12.71             11.60             40.26
1024                   19.94             13.04             11.94             42.22
2048                   20.82             13.52             12.37             41.00
4096                   21.14             14.03             12.84             44.62
8192                   23.01             15.40             14.13             46.13
16384                  26.72             18.23             16.79             49.48
32768                  55.33             39.60             36.84             57.29
65536                  77.46             57.48             53.64             62.73
131072                126.72             96.16             89.93             66.01
262144                223.76            172.40            161.49             68.19
