
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      18.63             16.90             15.54             88.88
2                      10.66              8.22              7.39             66.98
4                      10.70              8.79              7.95             75.91
8                      10.79              8.17              7.36             64.34
16                     10.71              8.25              7.42             66.85
32                     10.82              8.22              7.39             64.85
64                     10.69              8.60              7.73             72.88
128                    11.72              9.04              8.15             67.08
256                    19.48             12.56             11.50             39.82
512                    19.73             12.91             11.78             42.13
1024                   19.93             13.01             11.91             41.88
2048                   20.88             13.50             12.35             40.20
4096                   21.04             13.87             12.69             43.48
8192                   22.86             15.29             14.04             46.14
16384                  26.84             18.43             16.98             50.53
32768                  54.97             39.42             36.68             57.61
65536                  77.60             57.44             53.59             62.37
131072                126.90             96.40             90.16             66.18
262144                224.39            172.86            161.90             68.17
