
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      20.51             18.65             17.12             89.15
2                      10.78              8.30              7.45             66.77
4                      10.71              8.86              8.03             76.95
8                      10.75              8.11              7.30             63.82
16                     10.74              8.11              7.30             63.99
32                     10.60              8.09              7.31             65.65
64                     10.45              8.11              7.31             67.87
128                    11.72              8.98              8.10             66.14
256                    19.46             12.56             11.46             39.77
512                    19.72             12.74             11.65             40.04
1024                   19.98             12.93             11.83             40.47
2048                   21.94             13.51             12.35             31.70
4096                   21.17             13.90             12.73             42.90
8192                   22.90             15.35             14.10             46.47
16384                  26.93             18.33             16.87             49.01
32768                  54.82             39.55             36.83             58.53
65536                  77.73             57.07             53.23             61.18
131072                127.79             96.47             90.19             65.27
262144                223.74            172.07            161.15             67.94
