
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      21.41             19.83             18.29             91.33
2                      10.75              8.24              7.40             66.03
4                      10.65              8.71              7.88             75.42
8                      10.42              8.03              7.26             67.01
16                     10.63              8.04              7.27             64.37
32                     10.57              8.21              7.39             67.93
64                     10.49              8.09              7.29             67.08
128                    11.68              9.03              8.16             67.46
256                    19.57             12.85             11.75             42.85
512                    19.67             12.72             11.64             40.34
1024                   20.15             12.95             11.85             39.22
2048                   20.69             13.53             12.39             42.19
4096                   21.11             13.97             12.78             44.15
8192                   22.92             15.33             14.08             46.08
16384                  26.66             18.34             16.89             50.72
32768                  55.25             39.64             36.85             57.62
65536                  77.35             57.26             53.44             62.41
131072                126.74             96.06             89.85             65.85
262144                224.88            173.21            162.25             68.16
