
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      18.30             16.34             15.01             86.93
2                      10.79              8.26              7.41             65.82
4                      10.71              8.76              7.92             75.45
8                      10.48              8.18              7.36             68.79
16                     10.67              8.14              7.32             65.38
32                     10.76              8.13              7.34             64.22
64                     10.56              8.34              7.49             70.48
128                    11.77              9.20              8.32             69.14
256                    19.45             12.49             11.43             39.11
512                    19.61             12.65             11.57             39.89
1024                   19.98             12.94             11.85             40.64
2048                   20.70             13.53             12.38             42.04
4096                   21.21             14.27             13.07             46.91
8192                   23.03             15.49             14.23             47.01
16384                  26.67             18.25             16.83             49.98
32768                  55.05             39.50             36.76             57.68
65536                  77.52             57.38             53.55             62.39
131072                126.75             96.34             90.09             66.25
262144                224.27            172.33            161.37             67.82
