
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      10.93              8.86              8.00             74.04
2                      10.81              8.29              7.42             65.95
4                      10.66              8.71              7.88             75.25
8                      10.43              8.11              7.30             68.11
16                     10.81              8.06              7.28             62.32
32                     10.53              8.02              7.24             65.31
64                     10.43              8.06              7.29             67.51
128                    11.68              9.03              8.15             67.39
256                    19.51             12.50             11.42             38.60
512                    19.63             12.64             11.56             39.50
1024                   19.86             12.95             11.85             41.76
2048                   20.73             13.58             12.43             42.45
4096                   21.08             13.99             12.82             44.73
8192                   22.87             15.38             14.12             46.95
16384                  26.69             18.20             16.79             49.43
32768                  54.93             39.42             36.69             57.71
65536                  77.15             57.21             53.40             62.65
131072                126.77             96.51             90.25             66.47
262144                223.98            172.36            161.44             68.02
