
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      19.25             17.44             16.06             88.72
2                      10.74              8.25              7.40             66.41
4                      10.96              9.02              8.18             76.37
8                      10.52              8.27              7.45             69.87
16                     10.60              8.08              7.30             65.49
32                     10.55              8.07              7.27             65.78
64                     10.41              8.06              7.28             67.78
128                    11.69              8.99              8.11             66.61
256                    19.36             12.46             11.39             39.43
512                    19.63             12.83             11.71             41.89
1024                   19.99             12.96             11.84             40.62
2048                   20.65             13.44             12.29             41.36
4096                   21.09             13.85             12.69             42.97
8192                   22.92             15.30             14.04             45.72
16384                  26.64             18.14             16.72             49.10
32768                  56.23             40.74             37.93             59.17
65536                  77.40             57.92             54.05             63.96
131072                126.82             96.26             89.98             66.04
262144                225.12            173.34            162.36             68.11
