
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      19.98             18.20             16.78             89.38
2                      10.73              8.36              7.53             68.45
4                      10.83              8.78              7.94             74.14
8                      10.42              8.12              7.32             68.57
16                     10.67              8.13              7.33             65.31
32                     10.55              8.05              7.25             65.52
64                     10.45              8.13              7.32             68.24
128                    11.83              9.25              8.35             69.00
256                    19.72             12.64             11.55             38.73
512                    19.62             12.77             11.67             41.26
1024                   19.91             12.94             11.84             41.11
2048                   20.64             13.50             12.38             42.35
4096                   21.08             13.97             12.82             44.52
8192                   22.92             15.39             14.16             46.83
16384                  26.85             18.18             16.75             48.25
32768                  55.25             39.32             36.61             56.49
65536                  77.27             57.29             53.47             62.64
131072                126.73             96.35             90.11             66.28
262144                225.45            172.80            161.73             67.45
