
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      23.39             21.78             20.12             92.00
2                      10.73              8.26              7.41             66.57
4                      10.77              8.80              7.96             75.25
8                      10.56              8.21              7.38             68.07
16                     10.74              8.08              7.30             63.48
32                     10.59              8.06              7.28             65.29
64                     10.42              8.08              7.29             67.86
128                    12.03              9.08              8.20             64.03
256                    19.54             12.59             11.51             39.55
512                    19.78             12.77             11.66             39.89
1024                   19.97             12.97             11.90             41.21
2048                   20.67             13.59             12.46             43.17
4096                   21.12             13.95             12.76             43.73
8192                   22.98             15.37             14.12             46.06
16384                  26.75             18.35             16.91             50.32
32768                  54.81             39.37             36.64             57.84
65536                  77.26             57.30             53.48             62.68
131072                126.82             96.29             90.05             66.09
262144                224.27            172.79            161.86             68.19
