
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      19.39             17.76             16.32             89.96
2                      10.89              8.25              7.41             64.37
4                      10.71              8.79              7.97             75.94
8                      10.41              8.09              7.30             68.24
16                     10.64              8.06              7.28             64.54
32                     10.60              8.09              7.29             65.61
64                     10.54              8.13              7.32             67.04
128                    11.74              9.04              8.14             66.78
256                    19.57             12.55             11.47             38.81
512                    19.68             12.84             11.74             41.79
1024                   19.94             12.97             11.86             41.23
2048                   20.61             13.52             12.38             42.68
4096                   21.11             14.03             12.85             44.91
8192                   22.88             15.30             14.05             46.08
16384                  26.64             18.23             16.81             49.96
32768                  55.56             39.62             36.87             56.77
65536                  77.28             57.33             53.48             62.70
131072                126.83             96.10             89.89             65.82
262144                223.54            171.93            161.04             67.96
