
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      24.53             22.75             21.02             91.56
2                      10.94              8.39              7.54             66.14
4                      10.90              8.84              7.99             74.17
8                      10.48              8.22              7.40             69.49
16                     10.70              8.16              7.34             65.44
32                     10.55              8.07              7.28             65.91
64                     10.42              8.06              7.27             67.53
128                    11.72              9.12              8.25             68.58
256                    19.47             12.55             11.46             39.63
512                    19.69             12.71             11.63             40.03
1024                   19.89             12.92             11.83             41.06
2048                   20.65             13.52             12.36             42.26
4096                   21.09             14.00             12.79             44.59
8192                   22.91             15.34             14.08             46.26
16384                  26.99             19.62             18.10             59.28
32768                  56.02             39.85             37.06             56.38
65536                  78.06             57.58             53.68             61.84
131072                126.88             96.33             90.07             66.08
262144                224.15            172.48            161.56             68.02
