
# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      18.31             16.51             15.15             88.09
2                      10.70              8.27              7.41             67.26
4                      10.69              8.73              7.91             75.27
8                      10.48              8.06              7.28             66.77
16                     10.60              8.19              7.36             67.18
32                     10.55              8.07              7.28             65.94
64                     10.42              8.17              7.34             69.32
128                    11.67              8.97              8.08             66.49
256                    19.47             12.46             11.39             38.48
512                    19.67             12.69             11.60             39.76
1024                   19.88             12.92             11.81             41.04
2048                   20.79             13.60             12.46             42.24
4096                   21.11             13.96             12.79             44.15
8192                   22.89             15.37             14.11             46.67
16384                  26.67             18.19             16.77             49.43
32768                  55.01             39.46             36.73             57.66
65536                  77.54             57.56             53.71             62.81
131072                126.70             96.23             90.00             66.14
262144                225.48            174.11            163.07             68.50
