1372087

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      37.61             18.58             15.98              0.00
2                      15.77              8.02              6.80              0.00
4                      30.64             11.47              9.80              0.00
8                      13.10              9.48              8.08             55.19
16                     23.31             15.31             13.15             39.19
32                     43.22             27.61             23.83             34.53
64                     22.44             14.46             12.41             35.70
128                    30.83             15.13             12.98              0.00
256                    28.78             15.79             13.57              4.21
512                    65.73             40.24             34.76             26.69
1024                   41.55             21.75             18.73              0.00
2048                   51.89             27.42             23.65              0.00
4096                   51.61             36.02             31.10             49.90
8192                   42.89             26.82             23.13             30.53
16384                  83.81             36.74             31.75              0.00
32768                 216.77            155.91            135.14             54.97
65536                 158.27             82.54             71.47              0.00
131072                257.71            168.59            146.29             39.08
262144                604.49            297.47            258.31              0.00
