1371162

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      17.45              9.43              8.01              0.00
2                      16.71             12.73             10.87             63.37
4                      19.83              7.52              6.35              0.00
8                      14.54              8.65              7.33             19.56
16                     11.94              8.55              7.25             53.28
32                     14.08              9.88              8.41             50.14
64                     15.79             10.63              9.04             43.02
128                    38.54             19.86             17.07              0.00
256                    24.31             15.76             13.51             36.66
512                    38.90             23.59             20.31             24.66
1024                   24.55             15.35             13.17             30.16
2048                   32.97             16.07             13.79              0.00
4096                   43.12             28.71             24.78             41.85
8192                   44.83             29.39             25.34             39.07
16384                  55.32             35.28             30.46             34.22
32768                  78.62             47.98             41.48             26.12
65536                 138.38             75.64             65.57              4.30
131072                284.85            128.37            111.37              0.00
262144                603.84            304.28            264.21              0.00
