1369932

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      19.78              9.55              8.13              0.00
2                      23.97             14.12             12.10             18.61
4                      28.63              7.04              5.95              0.00
8                      28.62             22.98             19.79             71.51
16                     48.88             38.58             33.38             69.15
32                     24.09             14.77             12.66             26.38
64                     16.98              8.22              6.98              0.00
128                    42.65             16.02             13.74              0.00
256                    41.37             22.59             19.47              3.55
512                    43.49             29.54             25.50             45.30
1024                   42.87             22.29             19.20              0.00
2048                   78.27             23.53             20.27              0.00
4096                   68.77             24.58             21.19              0.00
8192                   63.98             33.26             28.75              0.00
16384                  61.30             40.52             35.05             40.72
32768                  99.86             51.19             44.39              0.00
65536                 139.43             89.71             77.86             36.15
131072                229.83            121.76            105.66              0.00
262144                962.51            417.32            362.31              0.00
