1370045

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      29.11             21.99             18.88             62.27
2                      30.35             12.83             10.95              0.00
4                      20.02             12.42             10.59             28.23
8                      22.67             10.28              8.69              0.00
16                     16.10             12.00             10.25             60.02
32                     23.46             15.50             13.29             40.04
64                     26.17              8.31              7.05              0.00
128                    55.18             30.86             26.64              8.70
256                    26.76             15.54             13.34             15.87
512                    29.01             18.82             16.17             36.96
1024                   46.94             24.00             20.66              0.00
2048                   49.94             25.39             21.91              0.00
4096                   49.66             21.76             18.75              0.00
8192                   81.46             42.59             36.83              0.00
16384                  52.54             33.01             28.52             31.55
32768                 102.05             67.07             58.13             39.82
65536                 116.09             72.61             62.99             30.99
131072                238.03            135.56            117.74             12.97
262144                634.56            297.30            258.29              0.00
