1369261

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      29.54             16.76             14.33             10.82
2                      21.08              9.57              8.11              0.00
4                      22.90             11.87             10.11              0.00
8                      47.51             34.39             29.63             55.75
16                     29.46             21.18             18.21             54.50
32                     48.16             18.14             15.60              0.00
64                     42.66             32.83             28.38             65.37
128                    57.69             34.10             29.49             20.00
256                    75.52             40.96             35.45              2.54
512                    67.80             39.05             33.79             14.91
1024                   85.90             36.42             31.51              0.00
2048                   44.62             30.11             26.00             44.17
4096                   45.95             20.51             17.66              0.00
8192                   44.57             27.51             23.76             28.21
16384                 120.57             61.16             53.01              0.00
32768                  78.97             49.26             42.65             30.32
65536                 122.13             73.51             63.74             23.73
131072                207.74            123.83            107.47             21.92
262144                655.59            360.63            313.48              5.91
