1370483

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      13.07             10.34              8.79             68.99
2                      13.72             10.46              8.92             63.36
4                      29.98             17.79             15.28             20.21
8                      37.16             22.71             19.57             26.18
16                     15.18             12.01             10.27             69.21
32                     35.02             15.40             13.21              0.00
64                     16.49             12.50             10.70             62.66
128                    60.26             32.51             28.09              1.22
256                    36.85             20.67             17.80              9.13
512                    27.79             18.24             15.67             39.05
1024                   30.86             19.88             17.11             35.84
2048                   29.41             18.26             15.71             29.03
4096                   32.27             20.82             17.91             36.04
8192                   70.15             29.97             25.89              0.00
16384                  58.79             34.56             29.93             19.05
32768                 162.83             78.55             68.22              0.00
65536                 151.90             87.86             76.25             16.01
131072                248.17            135.76            117.80              4.58
262144                704.53            388.98            337.90              6.62
