1369482

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      46.79             32.48             28.02             48.93
2                      56.57             21.85             18.82              0.00
4                      29.29             17.50             15.04             21.65
8                      34.41             14.49             12.42              0.00
16                     32.42             14.60             12.52              0.00
32                     26.51             11.01              9.40              0.00
64                     24.69             14.32             12.28             15.59
128                    46.89             22.60             19.47              0.00
256                    43.87             23.03             19.84              0.00
512                    68.79             34.85             30.13              0.00
1024                   70.85             33.17             28.67              0.00
2048                   62.38             23.34             20.12              0.00
4096                   59.98             36.12             31.19             23.49
8192                   57.71             32.87             28.40             12.54
16384                  68.59             45.44             39.38             41.20
32768                  73.93             46.05             39.89             30.09
65536                 132.37             73.02             63.30              6.26
131072                253.64            138.19            119.99              3.78
262144                889.31            533.06            463.02             23.06
