1371750

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      23.06             16.18             13.86             50.29
2                      34.78             22.93             19.72             39.91
4                      31.22             16.22             13.88              0.00
8                      16.09             11.42              9.74             52.05
16                     15.71             10.70              9.13             45.11
32                     17.62             10.52              8.97             20.93
64                     28.85             16.79             14.41             16.28
128                    30.63             18.44             15.84             23.04
256                    25.83             14.47             12.41              8.43
512                    51.36             35.62             30.78             48.88
1024                   33.86             18.25             15.68              0.45
2048                   40.74             18.34             15.77              0.00
4096                   60.91             29.50             25.47              0.00
8192                   62.07             37.24             32.20             22.89
16384                  72.70             43.96             38.03             24.42
32768                  78.17             47.53             41.10             25.46
65536                 119.65             72.60             62.81             25.09
131072                247.32            144.61            125.47             18.14
262144                603.23            306.84            266.45              0.00
