1371976

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      67.79             49.37             42.72             56.88
2                      64.27             51.10             44.18             70.18
4                      66.20             42.88             37.12             37.16
8                      34.03             27.15             23.43             70.67
16                     31.05             21.31             18.34             46.85
32                     29.35             17.43             14.96             20.30
64                     30.59             21.44             18.47             50.48
128                    34.45             18.42             15.84              0.00
256                    28.62             16.96             14.59             20.07
512                    32.28             19.23             16.54             21.07
1024                   59.97             38.54             33.31             35.64
2048                   54.86             30.60             26.42              8.18
4096                   51.37             36.04             31.16             50.80
8192                   55.84             30.32             26.17              2.50
16384                  62.19             34.06             29.36              4.19
32768                 117.67             53.64             46.32              0.00
65536                 164.50            103.72             90.02             32.49
131072                252.71            153.73            133.51             25.87
262144                629.53            322.64            280.51              0.00
