1369596

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      19.47              7.79              6.60              0.00
2                      23.96             19.92             17.15             76.44
4                      29.09             13.24             11.35              0.00
8                      32.14             21.48             18.50             42.38
16                     22.22             19.28             16.59             82.29
32                     14.61              8.75              7.43             21.12
64                     23.02             16.33             14.02             52.28
128                    30.17             14.87             12.76              0.00
256                    55.97             27.87             24.06              0.00
512                    59.42             16.15             13.87              0.00
1024                   48.58             26.79             23.09              5.63
2048                   52.77             31.84             27.49             23.87
4096                   41.56             24.65             21.25             20.46
8192                   66.02             36.26             31.34              5.05
16384                  55.88             35.59             30.75             34.03
32768                 210.93            102.15             88.60              0.00
65536                 175.22            102.65             89.03             18.49
131072                229.51            143.87            124.79             31.37
262144                944.90            481.25            418.08              0.00
