1370598

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      10.47              7.57              6.37             54.60
2                      11.31              7.08              5.95             28.77
4                      11.99              7.17              6.03             20.03
8                      27.26             10.34              8.77              0.00
16                     32.84             17.34             14.84              0.00
32                     17.78             11.39              9.70             34.17
64                     33.22              9.52              8.09              0.00
128                    60.05             33.49             28.89              8.06
256                    29.46             16.91             14.53             13.63
512                    40.03             21.84             18.82              3.32
1024                   52.99             27.31             23.57              0.00
2048                   34.28             21.73             18.75             33.05
4096                   38.33             21.21             18.28              6.36
8192                   54.45             33.55             28.99             27.88
16384                  56.98             32.89             28.42             15.26
32768                  73.27             48.19             41.71             39.87
65536                 124.00             73.79             63.88             21.41
131072                206.98            125.07            108.53             24.53
262144                646.59            332.46            288.59              0.00
