1369708

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      17.97              9.70              8.26              0.00
2                      19.60              8.75              7.43              0.00
4                      35.96             20.19             17.34              9.07
8                      26.60             12.63             10.80              0.00
16                     27.36             13.65             11.69              0.00
32                     32.32             15.92             13.67              0.00
64                     30.05             18.93             16.28             31.71
128                    51.41             29.22             25.23             12.04
256                    38.87             18.02             15.49              0.00
512                    60.27             39.33             34.01             38.43
1024                   50.17             23.51             20.27              0.00
2048                   61.85             28.61             24.68              0.00
4096                   64.06             28.71             24.76              0.00
8192                   78.09             48.81             42.25             30.69
16384                 160.89            105.16             91.18             38.87
32768                 133.17             87.16             75.55             39.09
65536                 271.00            122.00            105.85              0.00
131072                333.98            199.84            173.66             22.76
262144                919.58            476.46            413.05              0.00
