1369820

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      16.99             10.25              8.70             22.44
2                      27.09             13.07             11.14              0.00
4                      11.75              8.16              6.90             47.89
8                      21.10             14.09             12.02             41.66
16                     19.44              9.67              8.20              0.00
32                     26.83             11.96             10.21              0.00
64                     26.09             13.52             11.57              0.00
128                    57.00             27.50             23.73              0.00
256                    39.52             22.82             19.66             15.09
512                    60.18             26.71             23.03              0.00
1024                   47.23             26.42             22.78              8.66
2048                   45.46             26.24             22.64             15.12
4096                   70.37             29.97             25.85              0.00
8192                   96.21             62.49             54.12             37.70
16384                  85.16             54.39             47.09             34.66
32768                 299.09            140.86            122.26              0.00
65536                 122.85             75.43             65.40             27.48
131072                244.52            133.29            115.69              3.85
262144                797.99            414.05            359.66              0.00
