1371045

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      32.81             27.77             23.98             78.96
2                      14.08              6.85              5.79              0.00
4                      12.37              8.62              7.33             48.93
8                      11.52              8.02              6.81             48.63
16                     14.13              9.71              8.27             46.61
32                     21.17             17.28             14.86             73.81
64                     13.34              8.50              7.22             33.00
128                    37.20             23.94             20.64             35.75
256                    29.75             15.53             13.33              0.00
512                    30.98             16.82             14.44              1.96
1024                   36.43             18.42             15.85              0.00
2048                   34.76             17.13             14.72              0.00
4096                   38.69             25.36             21.90             39.14
8192                   48.41             29.66             25.61             26.78
16384                  58.60             35.82             30.95             26.40
32768                  76.29             51.22             44.37             43.48
65536                 119.59             79.34             68.76             41.46
131072                201.94            122.61            106.36             25.41
262144                605.40            294.45            255.59              0.00
