1371862

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      18.96             11.43              9.76             22.90
2                      23.14             12.22             10.44              0.00
4                      20.58             10.74              9.17              0.00
8                      16.02              7.40              6.23              0.00
16                     15.92              9.64              8.21             23.61
32                     22.30             10.24              8.74              0.00
64                     34.10             18.07             15.52              0.00
128                    35.08             17.49             15.04              0.00
256                    23.94             14.14             12.12             19.12
512                    39.64             16.83             14.45              0.00
1024                   35.63             19.29             16.61              1.67
2048                   38.79             23.40             20.19             23.73
4096                   60.76             29.93             25.86              0.00
8192                   45.83             31.74             27.42             48.60
16384                  86.81             43.02             37.20              0.00
32768                 137.86             79.29             68.42             14.40
65536                 151.55             80.06             69.38              0.00
131072                289.27            176.52            153.22             26.41
262144                604.57            305.52            265.33              0.00
