1370822

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      14.29             10.18              8.67             52.52
2                      13.39              8.48              7.20             31.78
4                      19.32              7.54              6.39              0.00
8                      30.16             17.39             14.96             14.63
16                     19.71             12.14             10.38             27.05
32                     13.78              8.71              7.41             31.57
64                     22.34             15.09             12.95             44.04
128                    33.86             21.58             18.60             33.95
256                    22.44             14.15             12.13             31.64
512                    61.31             28.62             24.71              0.00
1024                   57.13             34.36             29.70             23.32
2048                   52.97             26.39             22.77              0.00
4096                   50.09             22.08             19.01              0.00
8192                   46.52             28.89             24.93             29.29
16384                  51.09             33.33             28.80             38.32
32768                  74.99             47.43             41.06             32.88
65536                 132.73             84.71             73.47             34.65
131072                215.22            126.90            110.13             19.81
262144                645.97            314.19            272.98              0.00
