1371397

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      20.23             14.45             12.30             53.01
2                      19.46             13.75             11.74             51.39
4                      12.84              7.44              6.29             14.10
8                      19.99             14.18             12.12             52.03
16                     28.51             16.73             14.32             17.73
32                     19.20             13.64             11.67             52.44
64                     20.31             15.93             13.67             67.99
128                    35.00             15.42             13.18              0.00
256                    35.90             18.12             15.56              0.00
512                    41.88             16.82             14.45              0.00
1024                   47.67             19.80             17.03              0.00
2048                   42.47             20.66             17.79              0.00
4096                   51.13             34.25             29.57             42.92
8192                   70.80             44.54             38.54             31.88
16384                 119.75             56.87             49.26              0.00
32768                 124.64             66.36             57.51              0.00
65536                 136.97             86.08             74.63             31.82
131072                224.56            130.27            113.05             16.60
262144                749.74            468.80            407.26             31.02
