1370707

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      14.58              9.19              7.82             31.04
2                      21.02             12.58             10.77             21.65
4                      28.43             10.25              8.74              0.00
8                      32.21             26.25             22.65             73.68
16                     19.22             13.74             11.78             53.51
32                     21.50             13.08             11.20             24.83
64                     14.90             10.31              8.80             47.89
128                    37.44             15.23             13.07              0.00
256                    24.52             14.18             12.16             14.93
512                    26.22             16.07             13.79             26.35
1024                   30.05             16.98             14.59             10.43
2048                   49.25             33.80             29.21             47.08
4096                   37.04             22.42             19.33             24.39
8192                   79.75             37.02             32.01              0.00
16384                  91.79             58.11             50.29             33.04
32768                 159.13             69.50             60.22              0.00
65536                 266.80            151.24            131.25             11.95
131072                220.27            123.26            107.00              9.34
262144                626.15            323.38            280.92              0.00
