1386066

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      27.45
2                      22.84
4                      20.16
8                      21.50
16                     17.45
32                     24.45
64                     21.05
128                    25.83
256                    30.79
512                    23.14
1024                   31.43
2048                   35.03
4096                   52.99
8192                  186.50
16384                  93.21
32768                 115.71
65536                 204.24
131072                380.82
262144               3671.45
