1399333

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      15.64
2                      23.63
4                      20.30
8                      19.19
16                     21.10
32                     20.71
64                     22.07
128                    22.19
256                    22.83
512                    21.25
1024                   29.51
2048                   30.69
4096                   34.25
8192                  173.60
16384                  69.59
32768                 118.19
65536                 200.19
131072                373.17
262144               3791.45
