1411136

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      29.38
2                      30.63
4                      18.84
8                      22.61
16                     17.44
32                     19.14
64                     17.64
128                    24.25
256                    21.80
512                    29.08
1024                   26.50
2048                   30.71
4096                   35.74
8192                  192.01
16384                  78.47
32768                 120.44
65536                 207.37
131072                374.53
262144               3544.55
