1389383

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      27.60
2                      22.95
4                      19.32
8                      27.52
16                     29.44
32                     31.23
64                     27.09
128                    24.13
256                    29.81
512                    26.81
1024                   26.58
2048                   25.60
4096                   35.36
8192                  197.16
16384                  69.59
32768                 122.60
65536                 207.21
131072                377.28
262144               3713.81
