1409385

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      34.35
2                      23.98
4                      26.05
8                      35.13
16                     31.44
32                     34.67
64                     27.75
128                    21.83
256                    26.32
512                    22.65
1024                   25.69
2048                   31.13
4096                   40.57
8192                  218.41
16384                  69.18
32768                 115.61
65536                 216.35
131072                382.36
262144               4308.09
