1394357

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      20.10
2                      16.51
4                      18.78
8                      15.34
16                     24.68
32                     26.68
64                     17.95
128                    30.95
256                    23.35
512                    24.02
1024                   23.14
2048                   26.80
4096                   36.68
8192                  176.03
16384                 105.56
32768                 121.73
65536                 206.34
131072                412.77
262144               3859.57
