1405966

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.67
2                      29.37
4                      39.92
8                      28.97
16                     43.08
32                     36.84
64                     24.24
128                    22.55
256                    22.85
512                    26.37
1024                   25.71
2048                   26.56
4096                   34.49
8192                  178.82
16384                  69.71
32768                 134.44
65536                 207.49
131072                416.69
262144               3628.24
