1382723

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      21.02
2                      26.09
4                      23.70
8                      17.81
16                     22.93
32                     47.68
64                     27.14
128                    33.02
256                    22.27
512                    27.89
1024                   30.28
2048                   25.75
4096                   45.91
8192                  235.59
16384                  75.17
32768                 119.30
65536                 218.78
131072                379.82
262144               3542.95
