1404305

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      19.08
2                      16.89
4                      16.18
8                      18.58
16                     20.06
32                     21.10
64                     24.74
128                    21.71
256                    22.83
512                    22.29
1024                   25.29
2048                   25.96
4096                   37.22
8192                  174.16
16384                  66.39
32768                 116.32
65536                 212.61
131072                394.02
262144               3559.59
