1392702

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      33.90
2                      24.49
4                      24.35
8                      19.52
16                     19.86
32                     26.58
64                     24.72
128                    39.04
256                    21.66
512                    24.16
1024                   26.51
2048                   34.20
4096                   38.29
8192                  185.87
16384                  67.09
32768                 122.41
65536                 224.66
131072                377.85
262144               4475.26
