1407646

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      22.47
2                      25.58
4                      27.36
8                      27.51
16                     20.89
32                     22.93
64                     31.77
128                    25.81
256                    26.86
512                    24.43
1024                   38.00
2048                   32.81
4096                   35.47
8192                  180.99
16384                  71.47
32768                 124.71
65536                 217.46
131072                390.71
262144               3631.24
