1381074

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      15.76
2                      15.21
4                      15.02
8                      15.28
16                     24.79
32                     32.64
64                     41.65
128                    26.50
256                    26.64
512                    31.93
1024                   23.29
2048                   24.76
4096                   33.59
8192                  191.61
16384                  66.04
32768                 128.10
65536                 221.30
131072                373.15
262144               4396.94
