1379418

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      21.89
2                      17.19
4                      21.70
8                      30.68
16                     43.99
32                     47.92
64                     36.99
128                    22.38
256                    24.37
512                    22.80
1024                   31.47
2048                   27.53
4096                   40.04
8192                  196.68
16384                  73.65
32768                 130.46
65536                 207.23
131072                384.27
262144               3622.96
