1400994

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      21.78
2                      20.64
4                      35.30
8                      17.03
16                     24.56
32                     19.17
64                     20.24
128                    20.24
256                    28.51
512                    23.48
1024                   27.70
2048                   29.87
4096                   37.39
8192                  171.05
16384                  66.32
32768                 126.16
65536                 202.26
131072                379.97
262144               3673.94
