1397668

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.79
2                      17.48
4                      14.95
8                      15.26
16                     17.41
32                     20.61
64                     18.54
128                    28.65
256                    28.35
512                    25.26
1024                   30.25
2048                   31.81
4096                   37.01
8192                  157.06
16384                  70.20
32768                 115.25
65536                 205.05
131072                375.25
262144               3796.68
