1391042

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      18.61
2                      20.82
4                      30.55
8                      17.36
16                     16.98
32                     29.48
64                     28.08
128                    22.81
256                    24.65
512                    27.42
1024                   32.14
2048                   46.80
4096                   60.95
8192                  220.54
16384                  65.42
32768                 115.23
65536                 218.99
131072                366.93
262144               3976.39
