1387725

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      20.70
2                      21.56
4                      16.93
8                      15.32
16                     29.38
32                     30.60
64                     25.08
128                    22.43
256                    22.63
512                    29.31
1024                   34.49
2048                   36.55
4096                   33.74
8192                  209.39
16384                  74.52
32768                 115.48
65536                 213.21
131072                388.26
262144               3743.70
