1180672

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.56
2                       1.59
4                       1.54
8                       1.60
16                      1.91
32                      1.96
64                      1.99
128                     4.56
256                     4.60
512                     4.69
1024                    4.75
2048                    5.16
4096                    6.34
8192                    6.31
16384                   8.52
32768                  12.71
65536                  20.87
131072                 36.76
262144                 83.39
