1180809

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.55
2                       1.59
4                       1.53
8                       1.59
16                      1.92
32                      1.95
64                      1.97
128                     4.58
256                     4.60
512                     4.70
1024                    4.77
2048                    5.17
4096                    6.32
8192                    6.29
16384                   8.60
32768                  12.81
65536                  20.97
131072                 37.11
262144                 84.14
