1181800

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.55
2                       1.59
4                       1.53
8                       1.59
16                      1.90
32                      1.93
64                      1.95
128                     4.57
256                     4.61
512                     4.67
1024                    4.73
2048                    5.13
4096                    6.30
8192                    6.29
16384                   8.55
32768                  12.74
65536                  20.92
131072                 36.76
262144                 83.61
