1180490

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.56
2                       1.60
4                       1.53
8                       1.59
16                      1.91
32                      1.94
64                      1.97
128                     4.50
256                     4.53
512                     4.61
1024                    4.71
2048                    5.14
4096                    6.33
8192                    6.28
16384                   8.50
32768                  12.77
65536                  20.97
131072                 37.12
262144                 84.36
