1181121

# OSU MPI Broadcast Latency Test v7.0
# Size       Avg Latency(us)
1                       1.55
2                       1.60
4                       1.53
8                       1.59
16                      1.90
32                      1.94
64                      1.97
128                     4.57
256                     4.61
512                     4.69
1024                    4.76
2048                    5.15
4096                    6.33
8192                    6.27
16384                   8.50
32768                  12.74
65536                  20.94
131072                 37.00
262144                 84.25
